@relation 'partition'
@attribute attr0 numeric
@attribute attr1 numeric
@attribute label0 {0,1}
@attribute label1 {0,1}
@attribute label2 {0,1}
@attribute label3 {0,1}
@data
6.24886771812,-0.992195818674,0,0,1,0
2.88616914314,15.7747565344,0,0,0,1
-8.57282465493,9.68706303245,0,1,0,0
-8.26489072167,-3.87276723601,1,0,0,0
-1.57626589658,-0.891317048439,1,0,0,0
-0.671376818625,-0.536966356813,1,0,0,0
-0.646626592717,-2.31262791194,1,0,0,0
-5.52914186356,-7.98109379162,1,0,0,0
-5.74223079876,-3.43907826227,1,0,0,0
-8.52380149145,0.919363489841,0,1,0,0
-5.08464365594,1.46185358408,0,1,0,0
-0.207828125102,-0.0691712941977,1,0,0,0
7.36564593095,2.49194228746,0,0,0,1
3.22682618144,-6.96293378035,0,0,1,0
2.05588062812,5.28800777508,0,0,0,1
-0.785479624361,2.70162032119,0,1,0,0
-2.0277997456,0.406838012744,0,1,0,0
9.48523685803,6.73490856891,0,0,0,1
-3.59418858459,9.29268354341,0,1,0,0
2.82257897472,-0.617456626473,0,0,1,0
-0.0457374911844,-4.34720644341,1,0,0,0
-1.55919188705,-0.844112128824,1,0,0,0
2.35731553623,2.09225912879,0,0,0,1
-11.1660333036,-4.09539070228,1,0,0,0
8.58318957562,-2.08007163249,0,0,1,0
11.7298006923,7.06294673207,0,0,0,1
6.92023901815,4.10483819904,0,0,0,1
-0.363887715647,-1.84079954785,1,0,0,0
-13.5109850702,4.46849325568,0,1,0,0
2.20832247415,-1.63559765055,0,0,1,0
8.61795625546,-0.975651227934,0,0,1,0
8.32505635896,5.93796032434,0,0,0,1
11.1192637573,6.82645537974,0,0,0,1
-2.31905622106,0.98029734778,0,1,0,0
1.26976251438,-2.2537576217,0,0,1,0
-6.48819917256,-5.98305442975,1,0,0,0
-4.04755427345,-6.76402041974,1,0,0,0
-2.71437592828,-4.3115375894,1,0,0,0
-0.801177404019,-2.98177401624,1,0,0,0
-2.78062384582,2.49087718645,0,1,0,0
-2.7632799989,-0.080721664052,1,0,0,0
1.90117137349,1.70863152257,0,0,0,1
-5.0399588276,3.69260774541,0,1,0,0
2.33968374882,-5.33896936757,0,0,1,0
4.45760794587,1.56882302336,0,0,0,1
-7.03751127158,8.54598530917,0,1,0,0
0.293349999123,-6.12287844904,0,0,1,0
-5.25923746324,-9.7828990364,1,0,0,0
1.69222778917,-2.28547898746,0,0,1,0
2.68595216177,4.5054786081,0,0,0,1
-1.46488056913,5.01375803697,0,1,0,0
-3.41043101194,-1.84203973486,1,0,0,0
-2.69280398168,-5.44689006141,1,0,0,0
-2.03529068619,-7.43741955379,1,0,0,0
-7.85046546386,0.636325645861,0,1,0,0
-0.22610551889,-6.30560636252,1,0,0,0
-2.5431759065,3.21768251316,0,1,0,0
8.75484181804,-3.70841700466,0,0,1,0
-8.11591242378,-3.08294200876,1,0,0,0
-1.66856570666,-7.1898009645,1,0,0,0
0.256687387655,-1.28152358291,0,0,1,0
-5.03694486231,-1.23529706254,1,0,0,0
-10.6289326854,3.41919626265,0,1,0,0
1.53537627751,6.87332556077,0,0,0,1
-1.84195917215,-4.02768203276,1,0,0,0
-4.43285060653,2.7562298841,0,1,0,0
-4.10596765665,2.71655806654,0,1,0,0
6.83133888238,0.105481750171,0,0,0,1
1.47521990322,-4.43850977424,0,0,1,0
-2.44872468019,-0.271673745055,1,0,0,0
8.65749032112,-4.24310794818,0,0,1,0
-8.95215597016,-7.42748734136,1,0,0,0
1.99116745857,4.87972495115,0,0,0,1
-1.31101763527,-6.43215171295,1,0,0,0
-11.82091614,-9.06177852358,1,0,0,0
-2.53133446902,0.443309576036,0,1,0,0
4.2455776519,4.94590178127,0,0,0,1
-0.10557777663,-4.98906594307,1,0,0,0
-2.75192800475,1.2253224582,0,1,0,0
-1.85802902551,-0.0325730102907,1,0,0,0
3.81651772874,7.96945201063,0,0,0,1
-7.14465072044,-0.69111971036,1,0,0,0
1.14553005751,-3.02279733716,0,0,1,0
2.99664138207,-5.31221977787,0,0,1,0
-1.91875505818,1.42881561178,0,1,0,0
-7.00609899502,0.405814947938,0,1,0,0
2.03488148419,-2.47370341092,0,0,1,0
2.95267747397,7.22447096125,0,0,0,1
-8.84476178749,4.45487098811,0,1,0,0
2.07582859515,-4.91823432129,0,0,1,0
2.63597811818,9.5872466873,0,0,0,1
-1.96404554505,-3.15242010455,1,0,0,0
0.954073447837,4.89179580257,0,0,0,1
1.39059239512,-4.15569663545,0,0,1,0
-10.126208043,1.63952075416,0,1,0,0
-3.36097376164,2.81407467838,0,1,0,0
-0.450953914423,12.4631790891,0,1,0,0
2.11159628574,2.36040016941,0,0,0,1
4.37632148623,-13.0648074056,0,0,1,0
-2.25108215989,-1.56872528649,1,0,0,0
10.3174298513,-1.42228337099,0,0,1,0
3.09233130047,6.52497545279,0,0,0,1
4.92753327353,6.63399406264,0,0,0,1
-9.39024156347,4.29059505252,0,1,0,0
-4.81691032488,-2.77390708224,1,0,0,0
-1.81302037593,-5.79184257833,1,0,0,0
1.52256399451,3.35051516295,0,0,0,1
1.93323198474,-7.26125905599,0,0,1,0
-2.4419656929,0.236639371257,0,1,0,0
-1.46127252542,-6.80936067138,1,0,0,0
2.88200489704,-5.49841203267,0,0,1,0
5.60497404316,-2.11913629646,0,0,1,0
4.59214905756,-0.478975199167,0,0,1,0
-7.85434454699,-3.32286390805,1,0,0,0
-5.92596150094,1.32119111409,0,1,0,0
-2.01633792627,-2.59057736744,1,0,0,0
2.34165420882,4.04630991812,0,0,0,1
0.798996599712,0.302165768211,0,0,0,1
-9.08708339743,-6.65301087901,1,0,0,0
-5.30219026836,-8.62312252549,1,0,0,0
-8.16723363739,-1.32307678072,1,0,0,0
-7.06946055418,2.15257643142,0,1,0,0
11.0926330682,8.06675557735,0,0,0,1
-2.24968502138,-7.52648245462,1,0,0,0
-3.49307439058,-2.29816376853,1,0,0,0
9.21999480107,-7.10220421893,0,0,1,0
10.7871480151,-3.95246855225,0,0,1,0
4.27999883983,0.44688554059,0,0,0,1
1.97139244095,2.30496682687,0,0,0,1
7.49464010104,5.77768359817,0,0,0,1
4.99575524749,-13.2129196696,0,0,1,0
-12.4754585781,0.809178411812,0,1,0,0
-5.73292578188,5.71809761994,0,1,0,0
-1.15320163351,-4.36255867302,1,0,0,0
-14.3925079333,-3.55516819763,1,0,0,0
2.01973979651,0.656025566604,0,0,0,1
-7.19028833342,-1.16907490907,1,0,0,0
-1.82280964872,1.10659949945,0,1,0,0
-0.410575461551,-0.41708161309,1,0,0,0
-6.16354122988,-1.03832071034,1,0,0,0
-5.09022682075,6.68018710369,0,1,0,0
4.03031432948,-3.38124599542,0,0,1,0
-5.05393710648,-4.14386791432,1,0,0,0
3.41879174832,9.16929831602,0,0,0,1
3.48146753622,-1.0830146503,0,0,1,0
-3.94420846546,-4.68170257875,1,0,0,0
-2.42595416673,2.70599982036,0,1,0,0
-1.66955101003,3.67391980468,0,1,0,0
-0.991888160019,5.95003233251,0,1,0,0
-8.37530093451,2.58521856072,0,1,0,0
-3.32892033634,-3.01452102379,1,0,0,0
6.78227247526,-2.1447695827,0,0,1,0
3.7550128101,7.24873078209,0,0,0,1
-4.0014824604,-1.79416486585,1,0,0,0
4.28410154733,-1.29941601044,0,0,1,0
-4.57979531592,-2.77276786493,1,0,0,0
-13.0769165998,3.51492781093,0,1,0,0
3.12991652668,4.40498282424,0,0,0,1
3.36644343628,1.96189788675,0,0,0,1
4.77155325484,-0.976031750021,0,0,1,0
2.66664036937,-8.03924669355,0,0,1,0
-0.958337211062,-0.651044776049,1,0,0,0
5.36790106257,-5.46974656494,0,0,1,0
-6.88236223874,4.36017988078,0,1,0,0
1.20118518028,1.02492024129,0,0,0,1
-0.827342269192,1.82750310693,0,1,0,0
6.81210743232,1.56499999689,0,0,0,1
-1.23743408976,-8.05983945112,1,0,0,0
-10.4551074487,-5.04427438207,1,0,0,0
-4.80743242954,6.00008001462,0,1,0,0
-2.71016709529,-8.07877120237,1,0,0,0
-0.305375479491,-3.60253584211,1,0,0,0
-0.0189980459483,-8.8828838829,1,0,0,0
1.72760897562,-0.342349871769,0,0,1,0
-0.286032781584,-0.862791868574,1,0,0,0
-9.66670327165,3.2639094442,0,1,0,0
-2.102672292,-1.22048060746,1,0,0,0
0.887744516896,5.00376807692,0,0,0,1
7.03859415204,4.17041517143,0,0,0,1
-2.97701108948,-1.41271709398,1,0,0,0
-0.658033415618,10.9279044524,0,1,0,0
1.09988672381,-7.96973161874,0,0,1,0
0.311989319465,-1.12524835108,0,0,1,0
3.07944092559,-11.6724528146,0,0,1,0
-0.141766879803,9.25606445162,0,1,0,0
1.96090852167,-1.32452544909,0,0,1,0
4.63637054583,-12.8075361308,0,0,1,0
1.07909885808,-0.0151972886108,0,0,1,0
3.61554039967,1.74302178858,0,0,0,1
5.19601222207,-0.538342187914,0,0,1,0
-1.48914518534,6.79066752178,0,1,0,0
-1.02815170938,-10.1277029118,1,0,0,0
-1.30692462964,1.56120781329,0,1,0,0
-2.82092131529,-3.52936190528,1,0,0,0
0.981268692472,0.729539025482,0,0,0,1
3.42905740954,-4.54165810868,0,0,1,0
-3.99100320077,4.68283491393,0,1,0,0
-1.55903595265,-0.825117452813,1,0,0,0
-3.39257907141,-4.79211487512,1,0,0,0
0.459808180461,-3.63733079664,0,0,1,0
3.37959712231,-3.09242627564,0,0,1,0
-5.87528235812,-7.80906111723,1,0,0,0
-7.73241666019,1.24851517654,0,1,0,0
-8.1823368248,-2.21726080699,1,0,0,0
2.09914488414,0.492823270011,0,0,0,1
-0.835839674055,-4.53799214443,1,0,0,0
-3.73682889122,1.4072892789,0,1,0,0
-10.0750807077,-1.65662599782,1,0,0,0
-7.80990008542,0.626455419319,0,1,0,0
5.68259645598,-0.756635223336,0,0,1,0
3.54863678094,-0.197136476953,0,0,1,0
1.12122072015,-2.38382016045,0,0,1,0
6.97806005364,5.26685811416,0,0,0,1
1.20892569529,7.10117180521,0,0,0,1
-6.71525933309,-8.03870457511,1,0,0,0
2.10124796584,2.74086144616,0,0,0,1
4.77350155988,9.13733497207,0,0,0,1
-1.97990293439,6.13143983677,0,1,0,0
0.608871458931,2.36065462136,0,0,0,1
-7.4432821313,0.541760560829,0,1,0,0
3.11266775883,-0.553530867418,0,0,1,0
9.1322325476,-9.66317158594,0,0,1,0
2.1166998589,2.55172226226,0,0,0,1
2.16584130104,5.09862563471,0,0,0,1
-6.10644285054,0.300899707766,0,1,0,0
2.63779339749,-2.82522924186,0,0,1,0
2.24405347308,1.2628740401,0,0,0,1
1.99599891836,-3.61773235519,0,0,1,0
-2.89370338181,4.37822174498,0,1,0,0
-3.42345765515,-5.50700228513,1,0,0,0
-1.02694264462,-2.36787665536,1,0,0,0
-6.1272754338,-3.31763695494,1,0,0,0
3.7055472112,-3.32814516845,0,0,1,0
-5.42446055782,5.09636224738,0,1,0,0
2.06983732661,3.24226008584,0,0,0,1
4.21643248431,-5.57894843137,0,0,1,0
3.80387421351,-5.89442543201,0,0,1,0
2.02997219074,2.66346322832,0,0,0,1
-7.58838902507,-1.21714041222,1,0,0,0
-5.29978764033,-5.99724032923,1,0,0,0
-11.7384306051,-2.51169164305,1,0,0,0
-3.28442479233,4.46068556719,0,1,0,0
3.30873850323,10.3323473377,0,0,0,1
1.56270106017,-3.97240686612,0,0,1,0
-1.45778286692,1.90354457649,0,1,0,0
-1.8217317088,-5.63022989025,1,0,0,0
-0.0167617581578,1.26614185534,0,1,0,0
3.75618629062,-3.96016875628,0,0,1,0
0.463422919145,-0.790546059619,0,0,1,0
-0.381689809141,-1.82451733922,1,0,0,0
-6.81275122768,-4.73255104459,1,0,0,0
-6.88312670999,-3.7711272851,1,0,0,0
-3.2218611353,-3.4407889902,1,0,0,0
6.5809905086,-0.530951440545,0,0,1,0
-3.68428677312,-6.3156953928,1,0,0,0
-2.0967778894,-2.67610989762,1,0,0,0
8.14420982463,-1.94176691283,0,0,1,0
1.54696605791,-1.3816841643,0,0,1,0
1.37719544324,-1.4004302523,0,0,1,0
2.41273938448,-1.98456093388,0,0,1,0
5.0278872989,1.1593232724,0,0,0,1
3.95657091041,1.43989334566,0,0,0,1
2.59549564186,2.43472334493,0,0,0,1
6.49675056649,9.10974506043,0,0,0,1
1.38068185007,0.444596802996,0,0,0,1
-12.790339322,1.65230261464,0,1,0,0
-0.286303390066,-0.478483962394,1,0,0,0
-0.9159379484,1.16963051856,0,1,0,0
-5.48657746901,-9.34022873824,1,0,0,0
-3.5123709163,-5.77399636072,1,0,0,0
-6.76657662847,5.02555370556,0,1,0,0
-8.22636313341,-1.3510695484,1,0,0,0
6.99772738028,-0.764141977061,0,0,1,0
-8.82916399502,-4.54213499519,1,0,0,0
4.67204816889,-8.90726483424,0,0,1,0
0.558150905483,-0.409528931457,0,0,1,0
1.87002019508,-13.8066812833,0,0,1,0
1.57626039571,-10.6547814271,0,0,1,0
-0.662021515824,7.26401892408,0,1,0,0
-1.53755053232,-0.796699090467,1,0,0,0
-1.26456938605,1.3475137784,0,1,0,0
-1.15510152168,8.36063371661,0,1,0,0
-4.93875955373,-8.61104699437,1,0,0,0
4.56597774115,8.0114506294,0,0,0,1
2.89088877339,-5.38942169413,0,0,1,0
-2.87330487528,-7.05116412986,1,0,0,0
-2.41090522148,-3.07224726069,1,0,0,0
-1.04531617441,2.40584044241,0,1,0,0
-12.7529119046,7.22168503461,0,1,0,0
-6.10465447704,-1.68454230294,1,0,0,0
4.2845764954,4.49411421256,0,0,0,1
-5.14103571735,-4.59848345868,1,0,0,0
-0.0395240804348,0.770045525422,0,1,0,0
-9.81542219359,-0.512211077475,1,0,0,0
-3.10609342801,5.49739441214,0,1,0,0
6.18554172995,5.92461424752,0,0,0,1
-0.988707608457,4.92734994526,0,1,0,0
5.5464203041,2.11894914477,0,0,0,1
-2.13556953006,2.78329591747,0,1,0,0
-6.02702352765,5.33538929897,0,1,0,0
2.70880782844,-0.571393581751,0,0,1,0
-2.03552217579,-1.77549461971,1,0,0,0
3.24275289479,-3.80883563523,0,0,1,0
-6.95395629349,-4.20526488005,1,0,0,0
-1.97777835817,4.43109557895,0,1,0,0
-7.04393820672,1.78042999094,0,1,0,0
10.548083008,-6.60360022127,0,0,1,0
-3.02986514978,6.10344008158,0,1,0,0
-3.75045752797,0.148150859826,0,1,0,0
-0.404402223752,7.55113034426,0,1,0,0
-7.0994014995,1.51220897978,0,1,0,0
-3.71217292984,6.8923043724,0,1,0,0
6.41525542712,0.245159408413,0,0,0,1
-3.42322208782,3.09161588515,0,1,0,0
1.52409302278,6.07219555254,0,0,0,1
-4.9430131905,-3.90631641243,1,0,0,0
-7.97139899333,-1.07505207426,1,0,0,0
1.77289293957,4.45391677829,0,0,0,1
0.78373629567,11.2853659546,0,0,0,1
2.71803637265,6.3181719718,0,0,0,1
5.95114649291,-2.27558895635,0,0,1,0
4.68607612145,3.3477074645,0,0,0,1
10.5747849757,4.14700378307,0,0,0,1
-0.393922130654,-0.418442421495,1,0,0,0
5.98573355026,-1.0621862188,0,0,1,0
-7.16051026399,-3.36325606524,1,0,0,0
0.00452090503193,-0.188511845339,0,0,1,0
0.765455536203,-2.99586415512,0,0,1,0
-0.592054175028,1.08756040428,0,1,0,0
-18.9263422014,8.85763797679,0,1,0,0
-3.81115666157,0.83893550289,0,1,0,0
-11.7986934342,1.220460479,0,1,0,0
-0.59428565906,-7.81347533553,1,0,0,0
-3.04413793836,-2.39469893024,1,0,0,0
3.21841480192,-4.12227610892,0,0,1,0
-4.3347707363,0.00649471145848,0,1,0,0
14.4118553468,2.87542497838,0,0,0,1
18.6231871863,6.58781489166,0,0,0,1
1.1615469024,1.50591277487,0,0,0,1
-3.49365004508,0.046070143153,0,1,0,0
4.43963509629,-1.35469291501,0,0,1,0
-8.02358490371,-0.316597732294,1,0,0,0
-0.314183717851,1.43866547832,0,1,0,0
1.15323880069,-0.949050035145,0,0,1,0
0.560850539519,2.24167274174,0,0,0,1
-7.4161599266,11.6214982216,0,1,0,0
-5.5664451638,-8.91818092516,1,0,0,0
-5.63992956523,5.34753178342,0,1,0,0
2.15532147008,6.71520326539,0,0,0,1
0.198715112017,0.11278796105,0,0,0,1
4.24573456002,5.14288401336,0,0,0,1
-1.99455109421,-5.81650424974,1,0,0,0
-2.70947476705,4.55528714728,0,1,0,0
